URLLength,DomainLength,IsDomainIP,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,HasSuspiciousWord,NoOfSuspiciousWords,HasBrandName,NoOfHyphens,NoOfDots,PathLength,HasLoginKeyword,HasVerifyKeyword,HasAccountKeyword,label
30,22,0,3,1,0,0,0.0,25,0.8333333333333334,0,0.0,0,0,0,0,0.1666666666666666,1,0,0,0,0,2,0,0,0,0,1
26,18,0,3,2,0,0,0.0,20,0.7692307692307693,0,0.0,0,0,0,0,0.2307692307692307,1,0,0,0,0,3,0,0,0,0,1
37,29,0,3,1,0,0,0.0,32,0.8648648648648649,0,0.0,0,0,0,0,0.1351351351351351,1,0,0,0,0,2,0,0,0,0,1
24,15,0,3,1,0,0,0.0,18,0.75,0,0.0,0,0,0,0,0.25,1,0,0,0,0,2,1,0,0,0,0
27,19,0,3,1,0,0,0.0,22,0.8148148148148148,0,0.0,0,0,0,0,0.1851851851851851,1,0,0,0,0,2,0,0,0,0,1
63,46,0,4,1,0,0,0.0,43,0.6825396825396826,9,0.1428571428571428,0,0,0,0,0.1746031746031746,1,0,0,0,4,3,9,0,0,0,0
32,24,0,3,1,0,0,0.0,27,0.84375,0,0.0,0,0,0,0,0.15625,1,0,0,0,0,2,0,0,0,0,1
20,12,0,2,1,0,0,0.0,15,0.75,0,0.0,0,0,0,0,0.25,1,0,0,0,0,2,0,0,0,0,1
26,18,0,3,1,0,0,0.0,21,0.8076923076923077,0,0.0,0,0,0,0,0.1923076923076923,1,0,0,0,0,2,0,0,0,0,1
18,11,0,2,1,0,0,0.0,13,0.7222222222222222,0,0.0,0,0,0,0,0.2777777777777778,0,0,0,0,0,2,0,0,0,0,0
24,16,0,3,1,0,0,0.0,19,0.7916666666666666,0,0.0,0,0,0,0,0.2083333333333333,1,0,0,0,0,2,0,0,0,0,1
23,16,0,3,1,0,0,0.0,18,0.782608695652174,0,0.0,0,0,0,0,0.217391304347826,0,0,0,0,0,2,0,0,0,0,0
26,19,0,2,2,0,0,0.0,20,0.7692307692307693,0,0.0,0,0,0,0,0.2307692307692307,0,0,0,0,0,3,0,0,0,0,0
19,11,0,2,1,0,0,0.0,14,0.7368421052631579,0,0.0,0,0,0,0,0.2631578947368421,1,0,0,0,0,2,0,0,0,0,1
24,15,0,3,1,0,0,0.0,18,0.75,0,0.0,0,0,0,0,0.25,1,0,0,0,0,2,1,0,0,0,0
27,19,0,3,1,0,0,0.0,22,0.8148148148148148,0,0.0,0,0,0,0,0.1851851851851851,1,0,0,0,0,2,0,0,0,0,1
31,23,0,3,1,0,0,0.0,26,0.8387096774193549,0,0.0,0,0,0,0,0.1612903225806451,1,0,0,0,0,2,0,0,0,0,1
32,24,0,3,1,0,0,0.0,27,0.84375,0,0.0,0,0,0,0,0.15625,1,0,0,0,0,2,0,0,0,0,1
59,18,0,2,1,0,0,0.0,42,0.711864406779661,4,0.0677966101694915,0,0,0,0,0.2203389830508474,1,1,1,0,1,3,33,1,0,0,0
67,27,0,3,1,0,0,0.0,54,0.8059701492537313,1,0.0149253731343283,0,0,0,0,0.1791044776119403,0,0,0,0,0,2,33,0,0,0,0
35,26,0,3,1,0,0,0.0,27,0.7714285714285715,2,0.0571428571428571,0,0,0,0,0.1714285714285714,1,0,0,0,0,2,1,0,0,0,0
28,20,0,3,2,0,0,0.0,22,0.7857142857142857,0,0.0,0,0,0,0,0.2142857142857142,1,0,0,0,0,3,0,0,0,0,1
31,23,0,3,1,0,0,0.0,25,0.8064516129032258,0,0.0,0,0,0,0,0.1935483870967742,1,0,0,0,1,2,0,0,0,0,1
31,23,0,3,1,0,0,0.0,26,0.8387096774193549,0,0.0,0,0,0,0,0.1612903225806451,1,0,0,0,0,2,0,0,0,0,1
25,17,0,2,1,0,0,0.0,19,0.76,0,0.0,0,0,0,0,0.24,0,0,0,0,0,2,1,0,0,0,0
31,22,0,3,1,0,0,0.0,21,0.6774193548387096,4,0.1290322580645161,0,0,0,0,0.1935483870967742,1,0,0,0,0,2,1,0,0,0,0
20,12,0,3,1,0,0,0.0,15,0.75,0,0.0,0,0,0,0,0.25,1,0,0,0,0,2,0,0,0,0,1
45,36,0,3,2,0,0,0.0,33,0.7333333333333333,3,0.0666666666666666,0,0,0,0,0.2,1,0,0,0,2,3,1,0,0,0,0
32,24,0,3,1,0,0,0.0,27,0.84375,0,0.0,0,0,0,0,0.15625,1,0,0,0,0,2,0,0,0,0,1
36,28,0,3,1,0,0,0.0,31,0.8611111111111112,0,0.0,0,0,0,0,0.1388888888888889,1,0,0,0,0,2,0,0,0,0,1
28,20,0,3,1,0,0,0.0,23,0.8214285714285714,0,0.0,0,0,0,0,0.1785714285714285,1,0,0,0,0,2,0,0,0,0,1
26,19,0,3,1,0,0,0.0,21,0.8076923076923077,0,0.0,0,0,0,0,0.1923076923076923,0,0,0,0,0,2,0,0,0,0,0
30,22,0,3,3,0,0,0.0,23,0.7666666666666667,0,0.0,0,0,0,0,0.2333333333333333,1,0,0,0,0,4,0,0,0,0,1
34,14,0,3,0,0,0,0.0,27,0.7941176470588235,0,0.0,0,0,0,0,0.2058823529411764,1,0,0,0,0,2,12,0,0,0,0
30,22,0,3,1,0,0,0.0,25,0.8333333333333334,0,0.0,0,0,0,0,0.1666666666666666,1,0,0,0,0,2,0,0,0,0,1
25,18,0,4,1,0,0,0.0,20,0.8,0,0.0,0,0,0,0,0.2,0,0,0,0,0,2,0,0,0,0,0
30,22,0,2,3,0,0,0.0,23,0.7666666666666667,0,0.0,0,0,0,0,0.2333333333333333,1,0,0,0,0,4,0,0,0,0,1
36,29,0,3,1,0,0,0.0,31,0.8611111111111112,0,0.0,0,0,0,0,0.1388888888888889,0,1,1,0,0,2,0,0,0,0,0
38,29,0,3,1,0,0,0.0,19,0.5,12,0.3157894736842105,0,0,0,0,0.1842105263157894,1,0,0,0,1,2,1,0,0,0,0
30,22,0,3,1,0,0,0.0,25,0.8333333333333334,0,0.0,0,0,0,0,0.1666666666666666,1,0,0,0,0,2,0,0,0,0,1
37,25,0,3,1,0,0,0.0,28,0.7567567567567568,1,0.027027027027027,1,1,0,0,0.2162162162162162,0,0,0,0,0,2,1,0,0,0,0
31,23,0,3,1,0,0,0.0,26,0.8387096774193549,0,0.0,0,0,0,0,0.1612903225806451,1,0,0,0,0,2,0,0,0,0,1
26,18,0,3,1,0,0,0.0,21,0.8076923076923077,0,0.0,0,0,0,0,0.1923076923076923,1,0,0,0,0,2,0,0,0,0,1
22,15,0,3,1,0,0,0.0,17,0.7727272727272727,0,0.0,0,0,0,0,0.2272727272727272,0,0,0,0,0,2,0,0,0,0,0
18,11,0,3,1,0,0,0.0,12,0.6666666666666666,1,0.0555555555555555,0,0,0,0,0.2777777777777778,0,0,0,0,0,2,0,0,0,0,0
39,30,0,3,1,0,0,0.0,33,0.8461538461538461,0,0.0,0,0,0,0,0.1538461538461538,1,0,0,0,0,2,1,0,0,0,0
24,16,0,3,1,0,0,0.0,19,0.7916666666666666,0,0.0,0,0,0,0,0.2083333333333333,1,0,0,0,0,2,0,0,0,0,1
21,13,0,2,2,0,0,0.0,14,0.6666666666666666,1,0.0476190476190476,0,0,0,0,0.2857142857142857,1,0,0,0,0,3,0,0,0,0,1
26,18,0,3,1,0,0,0.0,21,0.8076923076923077,0,0.0,0,0,0,0,0.1923076923076923,1,0,0,0,0,2,0,0,0,0,1
38,30,0,3,1,0,0,0.0,25,0.6578947368421053,6,0.1578947368421052,0,0,0,0,0.1842105263157894,0,0,0,0,1,2,1,0,0,0,0
80,20,0,8,0,0,0,0.0,59,0.7375,2,0.025,1,1,0,1,0.2375,1,0,0,0,4,5,26,0,0,0,0
28,19,0,3,0,0,0,0.0,8,0.2857142857142857,15,0.5357142857142857,0,0,0,0,0.1785714285714285,1,0,0,0,0,1,1,0,0,0,0
22,15,0,2,1,0,0,0.0,17,0.7727272727272727,0,0.0,0,0,0,0,0.2272727272727272,0,0,0,0,0,2,0,0,0,0,0
28,20,0,3,1,0,0,0.0,23,0.8214285714285714,0,0.0,0,0,0,0,0.1785714285714285,1,0,0,0,0,2,0,0,0,0,1
30,22,0,3,1,0,0,0.0,25,0.8333333333333334,0,0.0,0,0,0,0,0.1666666666666666,1,0,0,0,0,2,0,0,0,0,1
179,48,0,2,3,0,0,0.0,118,0.659217877094972,43,0.2402234636871508,3,1,2,0,0.1005586592178771,0,1,1,1,2,5,12,0,0,1,0
75,15,0,2,1,0,0,0.0,62,0.8266666666666667,6,0.08,0,0,0,0,0.0933333333333333,1,0,0,0,0,2,52,0,0,0,0
42,35,0,3,1,0,0,0.0,37,0.8809523809523809,0,0.0,0,0,0,0,0.119047619047619,0,0,0,0,0,2,0,0,0,0,0
26,18,0,3,1,0,0,0.0,21,0.8076923076923077,0,0.0,0,0,0,0,0.1923076923076923,1,0,0,0,0,2,0,0,0,0,1
25,17,0,3,1,0,0,0.0,20,0.8,0,0.0,0,0,0,0,0.2,1,0,0,0,0,2,0,0,0,0,1
26,15,0,2,1,0,0,0.0,20,0.7692307692307693,0,0.0,0,0,0,0,0.2307692307692307,1,0,0,0,0,2,3,0,0,0,0
29,21,0,2,2,0,0,0.0,23,0.7931034482758621,0,0.0,0,0,0,0,0.2068965517241379,1,0,0,0,0,3,0,0,0,0,1
20,12,0,3,1,0,0,0.0,15,0.75,0,0.0,0,0,0,0,0.25,1,0,0,0,0,2,0,0,0,0,1
22,14,0,3,1,0,0,0.0,16,0.7272727272727273,1,0.0454545454545454,0,0,0,0,0.2272727272727272,1,0,0,0,0,2,0,0,0,0,1
27,19,0,3,1,0,0,0.0,22,0.8148148148148148,0,0.0,0,0,0,0,0.1851851851851851,1,0,0,0,0,2,0,0,0,0,1
25,18,0,3,1,0,0,0.0,20,0.8,0,0.0,0,0,0,0,0.2,0,0,0,0,0,2,0,0,0,0,0
27,18,0,3,1,0,0,0.0,20,0.7407407407407407,0,0.0,0,0,0,0,0.2592592592592592,1,0,0,0,1,2,1,0,0,0,0
19,12,0,3,1,0,0,0.0,14,0.7368421052631579,0,0.0,0,0,0,0,0.2631578947368421,0,0,0,0,0,2,0,0,0,0,0
21,13,0,3,1,0,0,0.0,16,0.7619047619047619,0,0.0,0,0,0,0,0.238095238095238,1,0,0,0,0,2,0,0,0,0,1
28,20,0,3,1,0,0,0.0,23,0.8214285714285714,0,0.0,0,0,0,0,0.1785714285714285,1,0,0,0,0,2,0,0,0,0,1
26,18,0,3,1,0,0,0.0,21,0.8076923076923077,0,0.0,0,0,0,0,0.1923076923076923,1,0,0,0,0,2,0,0,0,0,1
33,20,0,2,1,0,0,0.0,26,0.7878787878787878,0,0.0,0,0,0,0,0.2121212121212121,1,0,0,0,0,2,5,0,0,0,0
25,17,0,3,1,0,0,0.0,20,0.8,0,0.0,0,0,0,0,0.2,1,0,0,0,0,2,0,0,0,0,1
30,22,0,2,3,0,0,0.0,23,0.7666666666666667,0,0.0,0,0,0,0,0.2333333333333333,1,0,0,0,0,4,0,0,0,0,1
33,25,0,3,1,0,0,0.0,28,0.8484848484848485,0,0.0,0,0,0,0,0.1515151515151515,1,0,0,0,0,2,0,0,0,0,1
36,28,0,3,1,0,0,0.0,31,0.8611111111111112,0,0.0,0,0,0,0,0.1388888888888889,1,0,0,0,0,2,0,0,0,0,1
35,27,0,3,1,0,0,0.0,30,0.8571428571428571,0,0.0,0,0,0,0,0.1428571428571428,1,0,0,0,0,2,0,0,0,0,1
24,17,0,3,1,0,0,0.0,19,0.7916666666666666,0,0.0,0,0,0,0,0.2083333333333333,0,0,0,0,0,2,0,0,0,0,0
21,13,0,2,1,0,0,0.0,16,0.7619047619047619,0,0.0,0,0,0,0,0.238095238095238,1,0,0,0,0,2,0,0,0,0,1
30,22,0,3,1,0,0,0.0,24,0.8,0,0.0,0,0,0,0,0.2,1,0,0,0,1,2,0,0,0,0,1
28,20,0,3,1,0,0,0.0,22,0.7857142857142857,0,0.0,0,0,0,0,0.2142857142857142,1,0,0,0,1,2,0,0,0,0,1
28,20,0,2,2,0,0,0.0,22,0.7857142857142857,0,0.0,0,0,0,0,0.2142857142857142,1,0,0,0,0,3,0,0,0,0,1
32,24,0,2,2,0,0,0.0,26,0.8125,0,0.0,0,0,0,0,0.1875,1,0,0,0,0,3,0,0,0,0,1
34,25,0,3,1,0,0,0.0,21,0.6176470588235294,6,0.1764705882352941,0,0,0,0,0.2058823529411764,1,0,0,0,1,2,1,0,0,0,0
22,15,0,2,1,0,0,0.0,17,0.7727272727272727,0,0.0,0,0,0,0,0.2272727272727272,0,0,0,0,0,2,0,0,0,0,0
19,11,0,2,1,0,0,0.0,14,0.7368421052631579,0,0.0,0,0,0,0,0.2631578947368421,1,0,0,0,0,2,0,0,0,0,1
32,25,0,3,2,0,0,0.0,26,0.8125,0,0.0,0,0,0,0,0.1875,0,0,0,0,0,3,0,0,0,0,0
21,13,0,3,1,0,0,0.0,15,0.7142857142857143,0,0.0,0,0,0,0,0.2857142857142857,1,0,0,0,1,2,0,0,0,0,1
36,28,0,3,1,0,0,0.0,31,0.8611111111111112,0,0.0,0,0,0,0,0.1388888888888889,1,0,0,0,0,2,0,0,0,0,1
23,16,0,3,1,0,0,0.0,16,0.6956521739130435,0,0.0,0,0,0,0,0.3043478260869565,0,0,0,0,2,2,0,0,0,0,0
28,20,0,2,2,0,0,0.0,22,0.7857142857142857,0,0.0,0,0,0,0,0.2142857142857142,1,0,0,0,0,3,0,0,0,0,1
26,19,0,3,1,0,0,0.0,21,0.8076923076923077,0,0.0,0,0,0,0,0.1923076923076923,0,0,0,0,0,2,0,0,0,0,0
34,25,0,3,1,0,0,0.0,21,0.6176470588235294,6,0.1764705882352941,0,0,0,0,0.2058823529411764,1,0,0,0,1,2,1,0,0,0,0
26,18,0,2,0,0,0,0.0,6,0.2307692307692307,15,0.5769230769230769,0,0,0,0,0.1923076923076923,0,0,0,0,0,1,1,0,0,0,0
81,13,0,2,1,0,0,0.0,61,0.7530864197530864,0,0.0,0,1,0,1,0.2469135802469135,1,1,1,0,4,3,45,0,1,0,0
26,18,0,3,1,0,0,0.0,21,0.8076923076923077,0,0.0,0,0,0,0,0.1923076923076923,1,0,0,0,0,2,0,0,0,0,1
50,41,0,3,1,0,0,0.0,37,0.74,4,0.08,0,0,0,0,0.18,1,0,0,0,3,2,1,0,0,0,0
99,15,0,3,1,0,0,0.0,80,0.8080808080808081,7,0.0707070707070707,0,0,0,0,0.1212121212121212,1,0,0,1,2,2,76,0,0,0,0
37,28,0,4,1,0,0,0.0,31,0.8378378378378378,0,0.0,0,0,0,0,0.1621621621621621,1,0,0,0,0,2,1,0,0,0,0
29,21,0,3,1,0,0,0.0,23,0.7931034482758621,0,0.0,0,0,0,0,0.2068965517241379,1,0,0,0,1,2,0,0,0,0,1
15,8,0,2,1,0,0,0.0,10,0.6666666666666666,0,0.0,0,0,0,0,0.3333333333333333,0,0,0,0,0,2,0,0,0,0,0
23,15,0,3,1,0,0,0.0,18,0.782608695652174,0,0.0,0,0,0,0,0.217391304347826,1,0,0,0,0,2,0,0,0,0,1
26,18,0,3,1,0,0,0.0,21,0.8076923076923077,0,0.0,0,0,0,0,0.1923076923076923,1,0,0,0,0,2,0,0,0,0,1
41,32,0,3,1,0,0,0.0,35,0.8536585365853658,0,0.0,0,0,0,0,0.1463414634146341,1,0,0,0,0,2,1,0,0,0,0
40,32,0,3,1,0,0,0.0,35,0.875,0,0.0,0,0,0,0,0.125,1,0,0,0,0,2,0,0,0,0,1
32,24,0,3,1,0,0,0.0,27,0.84375,0,0.0,0,0,0,0,0.15625,1,0,0,0,0,2,0,0,0,0,1
21,13,0,5,1,0,0,0.0,15,0.7142857142857143,1,0.0476190476190476,0,0,0,0,0.238095238095238,1,0,0,0,0,2,0,0,0,0,1
66,28,0,2,1,0,0,0.0,51,0.7727272727272727,6,0.0909090909090909,1,1,1,0,0.1363636363636363,1,0,0,0,0,2,1,0,0,0,0
29,21,0,3,1,0,0,0.0,24,0.8275862068965517,0,0.0,0,0,0,0,0.1724137931034483,1,0,0,0,0,2,0,0,0,0,1
31,23,0,3,1,0,0,0.0,21,0.6774193548387096,4,0.1290322580645161,0,0,0,0,0.1935483870967742,0,0,0,0,0,2,1,0,0,0,0
25,17,0,2,1,0,0,0.0,20,0.8,0,0.0,0,0,0,0,0.2,1,0,0,0,0,2,0,0,0,0,1
25,17,0,3,1,0,0,0.0,20,0.8,0,0.0,0,0,0,0,0.2,1,0,0,0,0,2,0,0,0,0,1
20,12,0,4,1,0,0,0.0,15,0.75,0,0.0,0,0,0,0,0.25,1,0,0,0,0,2,0,0,0,0,1
24,16,0,2,2,0,0,0.0,18,0.75,0,0.0,0,0,0,0,0.25,1,0,0,0,0,3,0,0,0,0,1
20,12,0,3,1,0,0,0.0,15,0.75,0,0.0,0,0,0,0,0.25,1,0,0,0,0,2,0,0,0,0,1
84,10,0,2,0,0,0,0.0,35,0.4166666666666667,38,0.4523809523809524,0,0,0,0,0.1309523809523809,1,0,0,0,0,2,66,0,0,0,0
18,10,0,2,1,0,0,0.0,12,0.6666666666666666,1,0.0555555555555555,0,0,0,0,0.2777777777777778,1,0,0,0,0,2,0,0,0,0,1
21,13,0,2,1,0,0,0.0,16,0.7619047619047619,0,0.0,0,0,0,0,0.238095238095238,1,0,0,0,0,2,0,0,0,0,1
30,22,0,3,1,0,0,0.0,25,0.8333333333333334,0,0.0,0,0,0,0,0.1666666666666666,1,0,0,0,0,2,0,0,0,0,1
19,11,0,3,1,0,0,0.0,14,0.7368421052631579,0,0.0,0,0,0,0,0.2631578947368421,1,0,0,0,0,2,0,0,0,0,1
79,14,0,2,1,0,0,0.0,62,0.7848101265822784,2,0.0253164556962025,1,2,0,0,0.189873417721519,1,0,0,0,0,4,9,0,0,0,0
18,11,0,2,1,0,0,0.0,10,0.5555555555555556,2,0.1111111111111111,0,0,0,0,0.3333333333333333,0,0,0,0,1,2,0,0,0,0,0
167,15,0,3,1,0,0,0.0,132,0.7904191616766467,15,0.0898203592814371,3,1,2,0,0.1197604790419161,1,0,0,1,2,2,108,0,0,0,0
38,31,0,3,2,0,0,0.0,32,0.8421052631578947,0,0.0,0,0,0,0,0.1578947368421052,0,0,0,1,0,3,0,0,0,0,0
83,74,0,4,2,0,0,0.0,66,0.7951807228915663,10,0.1204819277108433,0,0,0,0,0.0843373493975903,1,0,0,0,0,3,1,0,0,0,0
29,21,0,2,2,0,0,0.0,23,0.7931034482758621,0,0.0,0,0,0,0,0.2068965517241379,1,0,0,0,0,3,0,0,0,0,1
37,28,0,3,1,0,0,0.0,26,0.7027027027027027,4,0.1081081081081081,0,0,0,0,0.1891891891891892,1,0,0,0,1,2,1,0,0,0,0
26,18,0,3,1,0,0,0.0,21,0.8076923076923077,0,0.0,0,0,0,0,0.1923076923076923,1,0,0,0,0,2,0,0,0,0,1
27,19,0,3,1,0,0,0.0,22,0.8148148148148148,0,0.0,0,0,0,0,0.1851851851851851,1,0,0,0,0,2,0,0,0,0,1
40,31,0,4,1,0,0,0.0,27,0.675,5,0.125,0,0,0,0,0.2,1,0,0,0,2,2,1,0,0,0,0
23,15,0,3,1,0,0,0.0,18,0.782608695652174,0,0.0,0,0,0,0,0.217391304347826,1,0,0,0,0,2,0,0,0,0,1
28,20,0,2,2,0,0,0.0,22,0.7857142857142857,0,0.0,0,0,0,0,0.2142857142857142,1,0,0,0,0,3,0,0,0,0,1
37,28,0,3,1,0,0,0.0,28,0.7567567567567568,3,0.081081081081081,0,0,0,0,0.1621621621621621,1,0,0,0,0,2,1,0,0,0,0
34,27,0,3,1,0,0,0.0,27,0.7941176470588235,0,0.0,0,0,0,0,0.2058823529411764,0,0,0,0,2,2,0,0,0,0,0
27,20,0,3,1,0,0,0.0,22,0.8148148148148148,0,0.0,0,0,0,0,0.1851851851851851,0,0,0,0,0,2,0,0,0,0,0
28,20,0,3,1,0,0,0.0,23,0.8214285714285714,0,0.0,0,0,0,0,0.1785714285714285,1,0,0,0,0,2,0,0,0,0,1
32,24,0,3,1,0,0,0.0,27,0.84375,0,0.0,0,0,0,0,0.15625,1,0,0,0,0,2,0,0,0,0,1
25,17,0,3,1,0,0,0.0,20,0.8,0,0.0,0,0,0,0,0.2,1,0,0,0,0,2,0,0,0,0,1
39,30,0,3,1,0,0,0.0,28,0.717948717948718,4,0.1025641025641025,0,0,0,0,0.1794871794871795,1,0,0,0,1,2,1,0,0,0,0
25,16,0,3,1,0,0,0.0,18,0.72,0,0.0,0,0,0,0,0.28,1,0,0,0,1,2,1,0,0,0,0
73,17,0,2,2,0,0,0.0,59,0.8082191780821918,0,0.0,0,0,0,0,0.1917808219178082,0,1,1,0,2,5,49,0,0,0,0
43,34,0,3,1,0,0,0.0,34,0.7906976744186046,2,0.0465116279069767,0,0,0,0,0.1627906976744186,1,0,0,0,1,2,1,0,0,0,0
57,15,0,3,0,0,0,0.0,46,0.8070175438596491,3,0.0526315789473684,0,0,0,0,0.1403508771929824,0,0,0,0,0,2,35,0,0,0,0
37,29,0,3,1,0,0,0.0,31,0.8378378378378378,0,0.0,0,0,0,0,0.1621621621621621,1,0,0,0,1,2,0,0,0,0,1
50,41,0,3,1,0,0,0.0,42,0.84,0,0.0,0,0,0,0,0.16,1,0,0,0,2,2,1,0,0,0,0
31,23,0,3,1,0,0,0.0,26,0.8387096774193549,0,0.0,0,0,0,0,0.1612903225806451,1,0,0,0,0,2,0,0,0,0,1
23,16,0,2,1,0,0,0.0,18,0.782608695652174,0,0.0,0,0,0,0,0.217391304347826,0,0,0,0,0,2,0,0,0,0,0
24,17,0,3,1,0,0,0.0,18,0.75,0,0.0,0,0,0,0,0.25,0,0,0,0,1,2,0,0,0,0,0
43,34,0,3,2,0,0,0.0,33,0.7674418604651163,1,0.0232558139534883,0,0,0,0,0.2093023255813953,1,0,0,0,2,3,1,0,0,0,0
30,22,0,3,1,0,0,0.0,25,0.8333333333333334,0,0.0,0,0,0,0,0.1666666666666666,1,0,0,0,0,2,0,0,0,0,1
21,13,0,3,1,0,0,0.0,16,0.7619047619047619,0,0.0,0,0,0,0,0.238095238095238,1,0,0,0,0,2,0,0,0,0,1
26,18,0,3,1,0,0,0.0,21,0.8076923076923077,0,0.0,0,0,0,0,0.1923076923076923,1,0,0,0,0,2,0,0,0,0,1
26,18,0,2,2,0,0,0.0,20,0.7692307692307693,0,0.0,0,0,0,0,0.2307692307692307,1,0,0,0,0,3,0,0,0,0,1
24,16,0,3,1,0,0,0.0,19,0.7916666666666666,0,0.0,0,0,0,0,0.2083333333333333,1,0,0,0,0,2,0,0,0,0,1
328,22,0,4,0,1,11,0.0335365853658536,193,0.5884146341463414,71,0.2164634146341463,12,0,11,23,0.1951219512195122,1,1,2,0,5,7,8,1,1,0,0
25,18,0,2,1,0,0,0.0,19,0.76,0,0.0,0,0,0,0,0.24,0,0,0,0,1,2,0,0,0,0,0
25,17,0,2,2,0,0,0.0,19,0.76,0,0.0,0,0,0,0,0.24,1,0,0,0,0,3,0,0,0,0,1
23,15,0,3,1,0,0,0.0,18,0.782608695652174,0,0.0,0,0,0,0,0.217391304347826,1,0,0,0,0,2,0,0,0,0,1
103,29,0,2,1,0,0,0.0,87,0.8446601941747572,0,0.0,0,0,0,0,0.1553398058252427,1,1,1,0,4,3,66,1,0,0,0
47,38,0,2,2,0,0,0.0,40,0.851063829787234,0,0.0,0,0,0,0,0.1489361702127659,1,1,1,0,0,3,1,0,0,0,0
25,17,0,3,1,0,0,0.0,19,0.76,0,0.0,0,0,0,0,0.24,1,0,0,0,1,2,0,0,0,0,1
51,36,0,3,1,0,0,0.0,34,0.6666666666666666,7,0.1372549019607843,0,0,0,0,0.196078431372549,0,0,0,0,2,2,8,0,0,0,0
34,26,0,3,1,0,0,0.0,29,0.8529411764705882,0,0.0,0,0,0,0,0.1470588235294117,1,0,0,0,0,2,0,0,0,0,1
29,21,0,3,1,0,0,0.0,24,0.8275862068965517,0,0.0,0,0,0,0,0.1724137931034483,1,0,0,0,0,2,0,0,0,0,1
29,21,0,3,1,0,0,0.0,24,0.8275862068965517,0,0.0,0,0,0,0,0.1724137931034483,1,0,0,0,0,2,0,0,0,0,1
28,20,0,3,1,0,0,0.0,23,0.8214285714285714,0,0.0,0,0,0,0,0.1785714285714285,1,0,0,0,0,2,0,0,0,0,1
27,19,0,3,1,0,0,0.0,22,0.8148148148148148,0,0.0,0,0,0,0,0.1851851851851851,1,0,0,0,0,2,0,0,0,0,1
23,15,0,3,1,0,0,0.0,18,0.782608695652174,0,0.0,0,0,0,0,0.217391304347826,1,0,0,0,0,2,0,0,0,0,1
24,16,0,3,1,0,0,0.0,19,0.7916666666666666,0,0.0,0,0,0,0,0.2083333333333333,1,0,0,0,0,2,0,0,0,0,1
25,18,0,2,1,0,0,0.0,20,0.8,0,0.0,0,0,0,0,0.2,0,0,0,0,0,2,0,0,0,0,0
27,19,0,3,1,0,0,0.0,22,0.8148148148148148,0,0.0,0,0,0,0,0.1851851851851851,1,0,0,0,0,2,0,0,0,0,1
27,19,0,2,2,0,0,0.0,21,0.7777777777777778,0,0.0,0,0,0,0,0.2222222222222222,1,0,0,0,0,3,0,0,0,0,0
28,20,0,3,1,0,0,0.0,23,0.8214285714285714,0,0.0,0,0,0,0,0.1785714285714285,1,0,0,0,0,2,0,0,0,0,1
24,16,0,2,1,0,0,0.0,19,0.7916666666666666,0,0.0,0,0,0,0,0.2083333333333333,1,0,0,0,0,2,0,0,0,0,1
51,42,0,3,4,0,0,0.0,39,0.7647058823529411,3,0.0588235294117647,0,0,0,0,0.1764705882352941,1,0,0,0,0,5,1,0,0,0,0
29,21,0,2,2,0,0,0.0,23,0.7931034482758621,0,0.0,0,0,0,0,0.2068965517241379,1,0,0,0,0,3,0,0,0,0,1
25,17,0,3,1,0,0,0.0,20,0.8,0,0.0,0,0,0,0,0.2,1,0,0,0,0,2,0,0,0,0,1
26,18,0,2,2,0,0,0.0,20,0.7692307692307693,0,0.0,0,0,0,0,0.2307692307692307,1,0,0,0,0,3,0,0,0,0,1
23,14,0,3,1,0,0,0.0,15,0.6521739130434783,2,0.0869565217391304,0,0,0,0,0.2608695652173913,1,0,0,0,0,2,1,0,0,0,0
67,7,0,2,0,0,0,0.0,51,0.7611940298507462,10,0.1492537313432835,0,0,0,0,0.0895522388059701,1,0,0,0,0,1,52,0,0,0,0
26,18,0,3,1,0,0,0.0,20,0.7692307692307693,0,0.0,0,0,0,0,0.2307692307692307,1,0,0,0,1,2,0,0,0,0,1
32,23,0,3,0,0,0,0.0,26,0.8125,0,0.0,0,0,0,0,0.1875,1,0,0,0,1,1,1,0,0,0,0
35,27,0,2,2,0,0,0.0,29,0.8285714285714286,0,0.0,0,0,0,0,0.1714285714285714,1,0,0,0,0,3,0,0,0,0,1
24,16,0,2,1,0,0,0.0,19,0.7916666666666666,0,0.0,0,0,0,0,0.2083333333333333,1,0,0,0,0,2,0,0,0,0,1
24,15,0,3,0,0,0,0.0,18,0.75,0,0.0,0,0,0,0,0.25,1,0,0,0,1,1,1,0,0,0,0
26,18,0,2,2,0,0,0.0,20,0.7692307692307693,0,0.0,0,0,0,0,0.2307692307692307,1,0,0,0,0,3,0,0,0,0,1
29,21,0,3,1,0,0,0.0,24,0.8275862068965517,0,0.0,0,0,0,0,0.1724137931034483,1,0,0,0,0,2,0,0,0,0,1
25,17,0,3,1,0,0,0.0,20,0.8,0,0.0,0,0,0,0,0.2,1,0,0,0,0,2,0,0,0,0,1
