URLLength,DomainLength,IsDomainIP,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,label
35,28,0,3,1,0,0,0.0,30,0.8571428571428571,0,0.0,0,0,0,5,0.14285714285714285,0,0
21,14,0,3,1,0,0,0.0,16,0.7619047619047619,0,0.0,0,0,0,5,0.23809523809523808,0,0
27,20,0,3,2,0,0,0.0,21,0.7777777777777778,0,0.0,0,0,0,6,0.2222222222222222,0,0
23,15,0,3,1,0,0,0.0,18,0.782608695652174,0,0.0,0,0,0,5,0.21739130434782608,1,1
31,22,0,3,1,0,0,0.0,25,0.8064516129032258,0,0.0,0,0,0,6,0.1935483870967742,1,0
29,21,0,3,1,0,0,0.0,24,0.8275862068965517,0,0.0,0,0,0,5,0.1724137931034483,1,1
27,19,0,3,1,0,0,0.0,22,0.8148148148148148,0,0.0,0,0,0,5,0.18518518518518517,1,1
72,17,0,3,0,0,0,0.0,48,0.6666666666666666,16,0.2222222222222222,0,0,0,8,0.1111111111111111,1,0
20,13,0,3,1,0,0,0.0,10,0.5,5,0.25,0,0,0,5,0.25,0,0
86,19,0,2,1,0,0,0.0,55,0.6395348837209303,18,0.20930232558139536,0,0,0,13,0.1511627906976744,1,0
49,42,0,2,5,0,0,0.0,34,0.6938775510204082,6,0.12244897959183673,0,0,0,9,0.1836734693877551,0,0
33,24,0,3,1,0,0,0.0,27,0.8181818181818182,0,0.0,0,0,0,6,0.18181818181818182,1,0
27,20,0,3,1,0,0,0.0,22,0.8148148148148148,0,0.0,0,0,0,5,0.18518518518518517,0,0
23,15,0,2,1,0,0,0.0,18,0.782608695652174,0,0.0,0,0,0,5,0.21739130434782608,1,1
26,18,0,3,1,0,0,0.0,21,0.8076923076923077,0,0.0,0,0,0,5,0.19230769230769232,1,1
26,18,0,6,1,0,0,0.0,20,0.7692307692307693,0,0.0,0,0,0,6,0.23076923076923078,1,1
20,13,0,2,1,0,0,0.0,15,0.75,0,0.0,0,0,0,5,0.25,0,0
27,19,0,3,1,0,0,0.0,22,0.8148148148148148,0,0.0,0,0,0,5,0.18518518518518517,1,1
76,19,0,2,2,0,0,0.0,59,0.7763157894736842,5,0.06578947368421052,0,0,0,12,0.15789473684210525,0,0
23,16,0,3,1,0,0,0.0,18,0.782608695652174,0,0.0,0,0,0,5,0.21739130434782608,0,0
24,16,0,3,1,0,0,0.0,19,0.7916666666666666,0,0.0,0,0,0,5,0.20833333333333334,1,1
32,24,0,3,1,0,0,0.0,27,0.84375,0,0.0,0,0,0,5,0.15625,1,1
31,23,0,2,2,0,0,0.0,25,0.8064516129032258,0,0.0,0,0,0,6,0.1935483870967742,1,1
35,27,0,3,1,0,0,0.0,30,0.8571428571428571,0,0.0,0,0,0,5,0.14285714285714285,1,1
21,13,0,2,1,0,0,0.0,16,0.7619047619047619,0,0.0,0,0,0,5,0.23809523809523808,1,1
35,28,0,3,1,0,0,0.0,30,0.8571428571428571,0,0.0,0,0,0,5,0.14285714285714285,0,0
59,51,0,3,3,0,0,0.0,42,0.711864406779661,6,0.1016949152542373,0,0,0,11,0.1864406779661017,1,0
44,35,0,3,2,0,0,0.0,29,0.6590909090909091,4,0.09090909090909091,0,0,0,11,0.25,1,0
25,18,0,2,1,0,0,0.0,19,0.76,0,0.0,0,0,0,6,0.24,0,0
38,12,0,2,0,0,0,0.0,31,0.8157894736842105,0,0.0,0,0,0,7,0.18421052631578946,1,0
22,14,0,2,1,0,0,0.0,17,0.7727272727272727,0,0.0,0,0,0,5,0.22727272727272727,1,1
36,27,0,3,1,0,0,0.0,28,0.7777777777777778,2,0.05555555555555555,0,0,0,6,0.16666666666666666,1,0
25,16,0,2,0,0,0,0.0,20,0.8,0,0.0,0,0,0,5,0.2,1,0
33,25,0,3,1,0,0,0.0,28,0.8484848484848485,0,0.0,0,0,0,5,0.15151515151515152,1,1
25,17,0,2,1,0,0,0.0,19,0.76,0,0.0,0,0,0,6,0.24,1,1
24,16,0,2,2,0,0,0.0,18,0.75,0,0.0,0,0,0,6,0.25,1,1
21,13,0,2,2,0,0,0.0,15,0.7142857142857143,0,0.0,0,0,0,6,0.2857142857142857,1,1
40,24,0,3,1,0,0,0.0,31,0.775,2,0.05,0,0,0,7,0.175,1,0
34,26,0,3,1,0,0,0.0,26,0.7647058823529411,2,0.058823529411764705,0,0,0,6,0.17647058823529413,0,0
71,23,0,3,0,0,0,0.0,63,0.8873239436619719,2,0.028169014084507043,0,0,0,6,0.08450704225352113,1,0
26,18,0,3,1,0,0,0.0,21,0.8076923076923077,0,0.0,0,0,0,5,0.19230769230769232,1,1
35,27,0,3,1,0,0,0.0,30,0.8571428571428571,0,0.0,0,0,0,5,0.14285714285714285,1,1
34,27,0,3,1,0,0,0.0,28,0.8235294117647058,0,0.0,0,0,0,6,0.17647058823529413,0,0
28,20,0,3,1,0,0,0.0,23,0.8214285714285714,0,0.0,0,0,0,5,0.17857142857142858,1,1
34,26,0,3,1,0,0,0.0,29,0.8529411764705882,0,0.0,0,0,0,5,0.14705882352941177,1,1
28,20,0,3,1,0,0,0.0,23,0.8214285714285714,0,0.0,0,0,0,5,0.17857142857142858,1,1
27,20,0,3,1,0,0,0.0,22,0.8148148148148148,0,0.0,0,0,0,5,0.18518518518518517,0,0
31,23,0,3,1,0,0,0.0,26,0.8387096774193549,0,0.0,0,0,0,5,0.16129032258064516,1,1
27,19,0,3,1,0,0,0.0,22,0.8148148148148148,0,0.0,0,0,0,5,0.18518518518518517,1,1
18,10,0,2,1,0,0,0.0,13,0.7222222222222222,0,0.0,0,0,0,5,0.2777777777777778,1,1
30,22,0,3,1,0,0,0.0,25,0.8333333333333334,0,0.0,0,0,0,5,0.16666666666666666,1,1
23,14,0,3,1,0,0,0.0,16,0.6956521739130435,1,0.043478260869565216,0,0,0,6,0.2608695652173913,1,0
33,25,0,3,1,0,0,0.0,28,0.8484848484848485,0,0.0,0,0,0,5,0.15151515151515152,1,1
31,23,0,3,1,0,0,0.0,26,0.8387096774193549,0,0.0,0,0,0,5,0.16129032258064516,1,1
29,21,0,3,1,0,0,0.0,24,0.8275862068965517,0,0.0,0,0,0,5,0.1724137931034483,1,1
19,11,0,2,1,0,0,0.0,14,0.7368421052631579,0,0.0,0,0,0,5,0.2631578947368421,1,1
25,17,0,2,1,0,0,0.0,20,0.8,0,0.0,0,0,0,5,0.2,1,1
35,27,0,3,1,0,0,0.0,30,0.8571428571428571,0,0.0,0,0,0,5,0.14285714285714285,1,1
29,21,0,3,1,0,0,0.0,24,0.8275862068965517,0,0.0,0,0,0,5,0.1724137931034483,1,1
20,12,0,3,1,0,0,0.0,15,0.75,0,0.0,0,0,0,5,0.25,1,1
26,19,0,3,1,0,0,0.0,21,0.8076923076923077,0,0.0,0,0,0,5,0.19230769230769232,0,0
28,21,0,2,1,0,0,0.0,22,0.7857142857142857,0,0.0,0,0,0,6,0.21428571428571427,0,0
27,19,0,3,1,0,0,0.0,22,0.8148148148148148,0,0.0,0,0,0,5,0.18518518518518517,1,1
27,19,0,2,1,0,0,0.0,22,0.8148148148148148,0,0.0,0,0,0,5,0.18518518518518517,1,1
26,18,0,3,1,0,0,0.0,21,0.8076923076923077,0,0.0,0,0,0,5,0.19230769230769232,1,1
28,20,0,2,2,0,0,0.0,22,0.7857142857142857,0,0.0,0,0,0,6,0.21428571428571427,1,1
14,7,0,2,0,0,0,0.0,10,0.7142857142857143,0,0.0,0,0,0,4,0.2857142857142857,0,0
25,17,0,3,1,0,0,0.0,20,0.8,0,0.0,0,0,0,5,0.2,1,1
22,15,0,3,1,0,0,0.0,17,0.7727272727272727,0,0.0,0,0,0,5,0.22727272727272727,0,0
26,19,0,2,1,0,0,0.0,20,0.7692307692307693,0,0.0,0,0,0,6,0.23076923076923078,0,0
24,16,0,3,1,0,0,0.0,19,0.7916666666666666,0,0.0,0,0,0,5,0.20833333333333334,1,1
27,15,0,2,0,0,0,0.0,19,0.7037037037037037,3,0.1111111111111111,0,0,0,5,0.18518518518518517,1,0
20,12,0,2,1,0,0,0.0,15,0.75,0,0.0,0,0,0,5,0.25,1,1
33,25,0,2,3,0,0,0.0,25,0.7575757575757576,1,0.030303030303030304,0,0,0,7,0.21212121212121213,1,1
28,20,0,3,1,0,0,0.0,23,0.8214285714285714,0,0.0,0,0,0,5,0.17857142857142858,1,1
32,24,0,3,2,0,0,0.0,26,0.8125,0,0.0,0,0,0,6,0.1875,1,1
22,14,0,2,2,0,0,0.0,16,0.7272727272727273,0,0.0,0,0,0,6,0.2727272727272727,1,1
35,27,0,3,1,0,0,0.0,28,0.8,0,0.0,0,0,0,7,0.2,0,0
31,23,0,3,1,0,0,0.0,26,0.8387096774193549,0,0.0,0,0,0,5,0.16129032258064516,1,1
21,13,0,3,1,0,0,0.0,16,0.7619047619047619,0,0.0,0,0,0,5,0.23809523809523808,1,1
32,24,0,3,1,0,0,0.0,27,0.84375,0,0.0,0,0,0,5,0.15625,1,1
26,19,0,2,2,0,0,0.0,20,0.7692307692307693,0,0.0,0,0,0,6,0.23076923076923078,0,0
30,22,0,3,1,0,0,0.0,25,0.8333333333333334,0,0.0,0,0,0,5,0.16666666666666666,1,1
33,24,0,3,0,0,0,0.0,28,0.8484848484848485,0,0.0,0,0,0,5,0.15151515151515152,1,0
24,16,0,3,1,0,0,0.0,19,0.7916666666666666,0,0.0,0,0,0,5,0.20833333333333334,1,1
31,24,0,3,2,0,0,0.0,23,0.7419354838709677,2,0.06451612903225806,0,0,0,6,0.1935483870967742,0,0
25,18,0,2,1,0,0,0.0,19,0.76,0,0.0,0,0,0,6,0.24,0,0
30,23,0,3,2,0,0,0.0,23,0.7666666666666667,1,0.03333333333333333,0,0,0,6,0.2,0,0
41,33,0,3,1,0,0,0.0,36,0.8780487804878049,0,0.0,0,0,0,5,0.12195121951219512,1,1
25,18,0,3,2,0,0,0.0,19,0.76,0,0.0,0,0,0,6,0.24,0,0
25,18,0,3,1,0,0,0.0,20,0.8,0,0.0,0,0,0,5,0.2,0,0
23,16,0,4,1,0,0,0.0,18,0.782608695652174,0,0.0,0,0,0,5,0.21739130434782608,0,0
42,30,0,3,1,0,0,0.0,33,0.7857142857142857,1,0.023809523809523808,1,1,0,8,0.19047619047619047,0,0
37,29,0,3,1,0,0,0.0,32,0.8648648648648649,0,0.0,0,0,0,5,0.13513513513513514,1,1
38,31,0,2,2,0,0,0.0,32,0.8421052631578947,0,0.0,0,0,0,6,0.15789473684210525,0,0
25,18,0,3,1,0,0,0.0,20,0.8,0,0.0,0,0,0,5,0.2,0,0
26,18,0,3,1,0,0,0.0,20,0.7692307692307693,1,0.038461538461538464,0,0,0,5,0.19230769230769232,1,1
29,21,0,3,1,0,0,0.0,24,0.8275862068965517,0,0.0,0,0,0,5,0.1724137931034483,1,1
29,21,0,2,2,0,0,0.0,23,0.7931034482758621,0,0.0,0,0,0,6,0.20689655172413793,1,1
34,26,0,3,1,0,0,0.0,29,0.8529411764705882,0,0.0,0,0,0,5,0.14705882352941177,1,1
28,20,0,2,1,0,0,0.0,23,0.8214285714285714,0,0.0,0,0,0,5,0.17857142857142858,1,1
83,15,0,2,1,0,0,0.0,49,0.5903614457831325,21,0.25301204819277107,0,0,0,13,0.1566265060240964,0,0
39,30,0,3,1,0,0,0.0,32,0.8205128205128205,1,0.02564102564102564,0,0,0,6,0.15384615384615385,1,0
22,14,0,2,1,0,0,0.0,17,0.7727272727272727,0,0.0,0,0,0,5,0.22727272727272727,1,1
30,22,0,3,1,0,0,0.0,25,0.8333333333333334,0,0.0,0,0,0,5,0.16666666666666666,1,1
27,19,0,3,1,0,0,0.0,22,0.8148148148148148,0,0.0,0,0,0,5,0.18518518518518517,1,1
27,19,0,2,1,0,0,0.0,22,0.8148148148148148,0,0.0,0,0,0,5,0.18518518518518517,1,1
25,17,0,2,1,0,0,0.0,20,0.8,0,0.0,0,0,0,5,0.2,1,1
39,31,0,3,1,0,0,0.0,34,0.8717948717948718,0,0.0,0,0,0,5,0.1282051282051282,1,1
25,17,0,2,1,0,0,0.0,20,0.8,0,0.0,0,0,0,5,0.2,1,1
29,21,0,3,1,0,0,0.0,24,0.8275862068965517,0,0.0,0,0,0,5,0.1724137931034483,1,1
26,19,0,3,2,0,0,0.0,20,0.7692307692307693,0,0.0,0,0,0,6,0.23076923076923078,0,0
32,23,0,3,1,0,0,0.0,17,0.53125,9,0.28125,0,0,0,6,0.1875,1,0
30,23,0,2,3,0,0,0.0,23,0.7666666666666667,0,0.0,0,0,0,7,0.23333333333333334,0,0
32,24,0,3,1,0,0,0.0,27,0.84375,0,0.0,0,0,0,5,0.15625,1,1
32,25,0,3,1,0,0,0.0,27,0.84375,0,0.0,0,0,0,5,0.15625,0,0
31,23,0,3,1,0,0,0.0,25,0.8064516129032258,0,0.0,0,0,0,6,0.1935483870967742,1,1
34,26,0,3,1,0,0,0.0,29,0.8529411764705882,0,0.0,0,0,0,5,0.14705882352941177,1,1
21,14,0,3,1,0,0,0.0,10,0.47619047619047616,6,0.2857142857142857,0,0,0,5,0.23809523809523808,0,0
20,12,0,3,1,0,0,0.0,15,0.75,0,0.0,0,0,0,5,0.25,1,1
36,28,0,2,2,0,0,0.0,30,0.8333333333333334,0,0.0,0,0,0,6,0.16666666666666666,1,1
26,18,0,3,1,0,0,0.0,21,0.8076923076923077,0,0.0,0,0,0,5,0.19230769230769232,1,1
21,14,0,3,1,0,0,0.0,15,0.7142857142857143,1,0.047619047619047616,0,0,0,5,0.23809523809523808,0,0
24,16,0,2,1,0,0,0.0,19,0.7916666666666666,0,0.0,0,0,0,5,0.20833333333333334,1,1
23,15,0,2,2,0,0,0.0,17,0.7391304347826086,0,0.0,0,0,0,6,0.2608695652173913,1,1
23,15,0,2,2,0,0,0.0,17,0.7391304347826086,0,0.0,0,0,0,6,0.2608695652173913,1,1
21,13,0,3,1,0,0,0.0,16,0.7619047619047619,0,0.0,0,0,0,5,0.23809523809523808,1,1
23,15,0,3,1,0,0,0.0,18,0.782608695652174,0,0.0,0,0,0,5,0.21739130434782608,1,1
24,17,0,3,1,0,0,0.0,19,0.7916666666666666,0,0.0,0,0,0,5,0.20833333333333334,0,0
27,19,0,2,2,0,0,0.0,21,0.7777777777777778,0,0.0,0,0,0,6,0.2222222222222222,1,1
21,13,0,2,1,0,0,0.0,16,0.7619047619047619,0,0.0,0,0,0,5,0.23809523809523808,1,1
23,16,0,3,1,0,0,0.0,18,0.782608695652174,0,0.0,0,0,0,5,0.21739130434782608,0,0
24,16,0,2,2,0,0,0.0,18,0.75,0,0.0,0,0,0,6,0.25,1,1
27,20,0,3,1,0,0,0.0,22,0.8148148148148148,0,0.0,0,0,0,5,0.18518518518518517,0,0
45,22,0,3,1,0,0,0.0,36,0.8,2,0.044444444444444446,0,0,0,7,0.15555555555555556,1,0
29,21,0,3,1,0,0,0.0,24,0.8275862068965517,0,0.0,0,0,0,5,0.1724137931034483,1,1
15,8,0,2,1,0,0,0.0,10,0.6666666666666666,0,0.0,0,0,0,5,0.3333333333333333,0,0
25,17,0,2,1,0,0,0.0,20,0.8,0,0.0,0,0,0,5,0.2,1,1
25,18,0,3,1,0,0,0.0,19,0.76,0,0.0,0,0,0,6,0.24,0,0
32,24,0,3,1,0,0,0.0,27,0.84375,0,0.0,0,0,0,5,0.15625,1,1
27,19,0,3,1,0,0,0.0,22,0.8148148148148148,0,0.0,0,0,0,5,0.18518518518518517,1,1
27,19,0,3,1,0,0,0.0,22,0.8148148148148148,0,0.0,0,0,0,5,0.18518518518518517,1,1
60,27,0,2,1,0,0,0.0,53,0.8833333333333333,0,0.0,0,0,0,7,0.11666666666666667,0,0
23,15,0,2,1,0,0,0.0,18,0.782608695652174,0,0.0,0,0,0,5,0.21739130434782608,1,1
22,15,0,3,2,0,0,0.0,15,0.6818181818181818,1,0.045454545454545456,0,0,0,6,0.2727272727272727,0,0
24,16,0,3,1,0,0,0.0,19,0.7916666666666666,0,0.0,0,0,0,5,0.20833333333333334,1,1
25,18,0,2,2,0,0,0.0,19,0.76,0,0.0,0,0,0,6,0.24,0,0
26,18,0,2,1,0,0,0.0,21,0.8076923076923077,0,0.0,0,0,0,5,0.19230769230769232,1,1
20,12,0,3,1,0,0,0.0,15,0.75,0,0.0,0,0,0,5,0.25,1,1
63,16,0,3,1,0,0,0.0,55,0.873015873015873,0,0.0,0,0,0,8,0.12698412698412698,1,0
22,14,0,3,1,0,0,0.0,17,0.7727272727272727,0,0.0,0,0,0,5,0.22727272727272727,1,1
26,17,0,3,1,0,0,0.0,17,0.6538461538461539,2,0.07692307692307693,0,0,0,7,0.2692307692307692,1,0
81,7,0,2,0,0,0,0.0,63,0.7777777777777778,11,0.13580246913580246,0,0,0,7,0.08641975308641975,1,0
18,11,0,2,1,0,0,0.0,13,0.7222222222222222,0,0.0,0,0,0,5,0.2777777777777778,0,0
28,20,0,3,1,0,0,0.0,23,0.8214285714285714,0,0.0,0,0,0,5,0.17857142857142858,1,1
23,15,0,2,1,0,0,0.0,18,0.782608695652174,0,0.0,0,0,0,5,0.21739130434782608,1,1
27,18,0,3,1,0,0,0.0,21,0.7777777777777778,0,0.0,0,0,0,6,0.2222222222222222,1,0
38,13,0,2,1,0,0,0.0,29,0.7631578947368421,1,0.02631578947368421,0,0,0,8,0.21052631578947367,1,0
25,17,0,2,1,0,0,0.0,20,0.8,0,0.0,0,0,0,5,0.2,1,1
23,15,0,2,1,0,0,0.0,18,0.782608695652174,0,0.0,0,0,0,5,0.21739130434782608,1,1
244,21,0,3,1,0,0,0.0,194,0.7950819672131147,35,0.14344262295081966,0,0,0,15,0.06147540983606557,1,0
23,16,0,5,1,0,0,0.0,18,0.782608695652174,0,0.0,0,0,0,5,0.21739130434782608,0,0
23,16,0,3,1,0,0,0.0,18,0.782608695652174,0,0.0,0,0,0,5,0.21739130434782608,0,0
24,16,0,3,1,0,0,0.0,15,0.625,4,0.16666666666666666,0,0,0,5,0.20833333333333334,1,1
21,13,0,3,1,0,0,0.0,16,0.7619047619047619,0,0.0,0,0,0,5,0.23809523809523808,1,1
35,27,0,3,1,0,0,0.0,30,0.8571428571428571,0,0.0,0,0,0,5,0.14285714285714285,1,1
26,18,0,2,2,0,0,0.0,20,0.7692307692307693,0,0.0,0,0,0,6,0.23076923076923078,1,1
27,19,0,3,1,0,0,0.0,22,0.8148148148148148,0,0.0,0,0,0,5,0.18518518518518517,1,1
24,17,0,3,1,0,0,0.0,19,0.7916666666666666,0,0.0,0,0,0,5,0.20833333333333334,0,0
30,23,0,3,1,0,0,0.0,25,0.8333333333333334,0,0.0,0,0,0,5,0.16666666666666666,0,0
29,21,0,3,1,0,0,0.0,24,0.8275862068965517,0,0.0,0,0,0,5,0.1724137931034483,1,1
28,21,0,3,1,0,0,0.0,23,0.8214285714285714,0,0.0,0,0,0,5,0.17857142857142858,0,0
20,13,0,3,1,0,0,0.0,14,0.7,0,0.0,0,0,0,6,0.3,0,0
33,25,0,3,1,0,0,0.0,28,0.8484848484848485,0,0.0,0,0,0,5,0.15151515151515152,1,1
34,26,0,3,1,0,0,0.0,29,0.8529411764705882,0,0.0,0,0,0,5,0.14705882352941177,1,0
30,22,0,2,1,0,0,0.0,25,0.8333333333333334,0,0.0,0,0,0,5,0.16666666666666666,1,1
40,31,0,3,1,0,0,0.0,33,0.825,0,0.0,0,0,0,7,0.175,1,0
25,17,0,3,1,0,0,0.0,19,0.76,0,0.0,0,0,0,6,0.24,1,1
25,17,0,3,1,0,0,0.0,17,0.68,3,0.12,0,0,0,5,0.2,1,1
26,19,0,3,1,0,0,0.0,21,0.8076923076923077,0,0.0,0,0,0,5,0.19230769230769232,0,0
27,19,0,3,1,0,0,0.0,22,0.8148148148148148,0,0.0,0,0,0,5,0.18518518518518517,1,1
25,18,0,3,1,0,0,0.0,20,0.8,0,0.0,0,0,0,5,0.2,0,0
36,28,0,2,2,0,0,0.0,30,0.8333333333333334,0,0.0,0,0,0,6,0.16666666666666666,1,1
25,17,0,2,2,0,0,0.0,19,0.76,0,0.0,0,0,0,6,0.24,1,1
30,22,0,3,1,0,0,0.0,25,0.8333333333333334,0,0.0,0,0,0,5,0.16666666666666666,1,1
25,18,0,3,1,0,0,0.0,20,0.8,0,0.0,0,0,0,5,0.2,0,0
27,19,0,3,1,0,0,0.0,22,0.8148148148148148,0,0.0,0,0,0,5,0.18518518518518517,1,1
43,35,0,3,1,0,0,0.0,38,0.8837209302325582,0,0.0,0,0,0,5,0.11627906976744186,1,1
31,13,0,2,0,0,0,0.0,24,0.7741935483870968,0,0.0,0,0,0,7,0.22580645161290322,1,0
30,22,0,3,1,0,0,0.0,25,0.8333333333333334,0,0.0,0,0,0,5,0.16666666666666666,1,1
26,18,0,3,1,0,0,0.0,21,0.8076923076923077,0,0.0,0,0,0,5,0.19230769230769232,1,1
39,31,0,2,2,0,0,0.0,33,0.8461538461538461,0,0.0,0,0,0,6,0.15384615384615385,1,1
23,16,0,3,1,0,0,0.0,18,0.782608695652174,0,0.0,0,0,0,5,0.21739130434782608,0,0
29,21,0,3,1,0,0,0.0,24,0.8275862068965517,0,0.0,0,0,0,5,0.1724137931034483,1,1
27,19,0,2,2,0,0,0.0,21,0.7777777777777778,0,0.0,0,0,0,6,0.2222222222222222,1,1
27,18,0,3,0,0,0,0.0,22,0.8148148148148148,0,0.0,0,0,0,5,0.18518518518518517,1,0
23,15,0,3,1,0,0,0.0,18,0.782608695652174,0,0.0,0,0,0,5,0.21739130434782608,1,1
23,16,0,3,0,0,0,0.0,19,0.8260869565217391,0,0.0,0,0,0,4,0.17391304347826086,0,0
26,18,0,3,1,0,0,0.0,21,0.8076923076923077,0,0.0,0,0,0,5,0.19230769230769232,1,1
19,11,0,2,1,0,0,0.0,14,0.7368421052631579,0,0.0,0,0,0,5,0.2631578947368421,1,0
35,27,0,3,1,0,0,0.0,29,0.8285714285714286,0,0.0,0,0,0,6,0.17142857142857143,1,1
26,18,0,3,1,0,0,0.0,21,0.8076923076923077,0,0.0,0,0,0,5,0.19230769230769232,1,1
22,14,0,2,2,0,0,0.0,16,0.7272727272727273,0,0.0,0,0,0,6,0.2727272727272727,1,1
19,11,0,2,1,0,0,0.0,14,0.7368421052631579,0,0.0,0,0,0,5,0.2631578947368421,1,1
25,17,0,3,1,0,0,0.0,19,0.76,0,0.0,0,0,0,6,0.24,1,1
50,31,0,3,4,0,0,0.0,39,0.78,0,0.0,0,0,0,11,0.22,0,0
27,19,0,2,2,0,0,0.0,21,0.7777777777777778,0,0.0,0,0,0,6,0.2222222222222222,1,1
36,27,0,3,1,0,0,0.0,25,0.6944444444444444,5,0.1388888888888889,0,0,0,6,0.16666666666666666,1,0
23,15,0,2,1,0,0,0.0,18,0.782608695652174,0,0.0,0,0,0,5,0.21739130434782608,1,1
28,19,0,3,1,0,0,0.0,22,0.7857142857142857,0,0.0,0,0,0,6,0.21428571428571427,1,0
35,26,0,4,1,0,0,0.0,29,0.8285714285714286,0,0.0,0,0,0,6,0.17142857142857143,1,0
35,28,0,2,2,0,0,0.0,29,0.8285714285714286,0,0.0,0,0,0,6,0.17142857142857143,0,0
26,18,0,3,1,0,0,0.0,21,0.8076923076923077,0,0.0,0,0,0,5,0.19230769230769232,1,1
36,28,0,2,2,0,0,0.0,30,0.8333333333333334,0,0.0,0,0,0,6,0.16666666666666666,1,1
19,12,0,2,1,0,0,0.0,14,0.7368421052631579,0,0.0,0,0,0,5,0.2631578947368421,0,0
18,11,0,2,1,0,0,0.0,13,0.7222222222222222,0,0.0,0,0,0,5,0.2777777777777778,0,0
21,14,0,3,1,0,0,0.0,16,0.7619047619047619,0,0.0,0,0,0,5,0.23809523809523808,0,0
27,19,0,3,1,0,0,0.0,22,0.8148148148148148,0,0.0,0,0,0,5,0.18518518518518517,1,1
24,17,0,2,1,0,0,0.0,19,0.7916666666666666,0,0.0,0,0,0,5,0.20833333333333334,0,0
25,18,0,5,1,0,0,0.0,19,0.76,0,0.0,0,0,0,6,0.24,0,0
19,11,0,3,1,0,0,0.0,14,0.7368421052631579,0,0.0,0,0,0,5,0.2631578947368421,1,1
27,20,0,3,1,0,0,0.0,22,0.8148148148148148,0,0.0,0,0,0,5,0.18518518518518517,0,0
29,21,0,3,2,0,0,0.0,23,0.7931034482758621,0,0.0,0,0,0,6,0.20689655172413793,1,1
19,11,0,3,1,0,0,0.0,14,0.7368421052631579,0,0.0,0,0,0,5,0.2631578947368421,1,1
24,17,0,3,1,0,0,0.0,19,0.7916666666666666,0,0.0,0,0,0,5,0.20833333333333334,0,0
31,22,0,3,1,0,0,0.0,21,0.6774193548387096,4,0.12903225806451613,0,0,0,6,0.1935483870967742,1,0
32,24,0,3,1,0,0,0.0,27,0.84375,0,0.0,0,0,0,5,0.15625,1,1
25,18,0,2,1,0,0,0.0,20,0.8,0,0.0,0,0,0,5,0.2,0,0
31,24,0,3,1,0,0,0.0,25,0.8064516129032258,0,0.0,0,0,0,6,0.1935483870967742,0,0
26,19,0,2,1,0,0,0.0,21,0.8076923076923077,0,0.0,0,0,0,5,0.19230769230769232,0,0
32,24,0,3,1,0,0,0.0,27,0.84375,0,0.0,0,0,0,5,0.15625,1,1
27,19,0,3,1,0,0,0.0,21,0.7777777777777778,0,0.0,0,0,0,6,0.2222222222222222,1,1
22,14,0,3,1,0,0,0.0,17,0.7727272727272727,0,0.0,0,0,0,5,0.22727272727272727,1,1
27,19,0,2,2,0,0,0.0,21,0.7777777777777778,0,0.0,0,0,0,6,0.2222222222222222,1,1
24,17,0,3,1,0,0,0.0,19,0.7916666666666666,0,0.0,0,0,0,5,0.20833333333333334,0,0
22,14,0,3,1,0,0,0.0,17,0.7727272727272727,0,0.0,0,0,0,5,0.22727272727272727,1,1
23,16,0,3,1,0,0,0.0,15,0.6521739130434783,3,0.13043478260869565,0,0,0,5,0.21739130434782608,0,0
27,19,0,2,1,0,0,0.0,22,0.8148148148148148,0,0.0,0,0,0,5,0.18518518518518517,1,1
24,16,0,3,1,0,0,0.0,19,0.7916666666666666,0,0.0,0,0,0,5,0.20833333333333334,1,1
34,25,0,3,1,0,0,0.0,21,0.6176470588235294,6,0.17647058823529413,0,0,0,7,0.20588235294117646,1,0
30,22,0,3,1,0,0,0.0,25,0.8333333333333334,0,0.0,0,0,0,5,0.16666666666666666,1,1
25,17,0,2,2,0,0,0.0,19,0.76,0,0.0,0,0,0,6,0.24,1,1
29,21,0,2,2,0,0,0.0,23,0.7931034482758621,0,0.0,0,0,0,6,0.20689655172413793,1,1
29,21,0,2,3,0,0,0.0,22,0.7586206896551724,0,0.0,0,0,0,7,0.2413793103448276,1,1
25,17,0,3,1,0,0,0.0,20,0.8,0,0.0,0,0,0,5,0.2,1,1
37,29,0,2,1,0,0,0.0,17,0.4594594594594595,14,0.3783783783783784,0,0,0,6,0.16216216216216217,0,0
28,20,0,3,1,0,0,0.0,23,0.8214285714285714,0,0.0,0,0,0,5,0.17857142857142858,1,1
27,19,0,3,1,0,0,0.0,22,0.8148148148148148,0,0.0,0,0,0,5,0.18518518518518517,1,1
23,16,0,3,1,0,0,0.0,18,0.782608695652174,0,0.0,0,0,0,5,0.21739130434782608,0,0
27,19,0,2,2,0,0,0.0,21,0.7777777777777778,0,0.0,0,0,0,6,0.2222222222222222,1,1
26,18,0,3,1,0,0,0.0,21,0.8076923076923077,0,0.0,0,0,0,5,0.19230769230769232,1,1
40,31,0,3,1,0,0,0.0,33,0.825,1,0.025,0,0,0,6,0.15,1,0
